# Photoabsorption spectrum from real-time propagation
# GPAW version: 22.8.0
# Total time = 20.0000 fs, Time steps = [0.0000, 8.0000] as
# Kick = [0, 0, 0.001]
# Gaussian folding, Width = 0.2123 eV = 0.007802 Hartree <=> FWHM = 0.499928 eV
#    om (eV)                  S_x                  S_y                  S_z
   17.600000    -0.0000000000e+00    -0.0000000000e+00     8.9457875208e-01
   17.650000    -0.0000000000e+00    -0.0000000000e+00     8.6184963663e-01
   17.700000    -0.0000000000e+00    -0.0000000000e+00     8.2477274507e-01
   17.750000    -0.0000000000e+00    -0.0000000000e+00     7.8472990245e-01
   17.800000    -0.0000000000e+00    -0.0000000000e+00     7.4260039606e-01
   17.850000    -0.0000000000e+00    -0.0000000000e+00     6.9926781394e-01
   17.900000    -0.0000000000e+00    -0.0000000000e+00     6.5626535178e-01
   17.950000    -0.0000000000e+00    -0.0000000000e+00     6.1616567403e-01
   18.000000    -0.0000000000e+00    -0.0000000000e+00     5.8245040745e-01
   18.050000    -0.0000000000e+00    -0.0000000000e+00     5.5884170999e-01
   18.100000    -0.0000000000e+00    -0.0000000000e+00     5.4832117758e-01
   18.150000    -0.0000000000e+00    -0.0000000000e+00     5.5219495489e-01
   18.200000    -0.0000000000e+00    -0.0000000000e+00     5.6954553372e-01
   18.250000    -0.0000000000e+00    -0.0000000000e+00     5.9726543936e-01
   18.300000    -0.0000000000e+00    -0.0000000000e+00     6.3066431620e-01
   18.350000    -0.0000000000e+00    -0.0000000000e+00     6.6445640596e-01
   18.400000    -0.0000000000e+00    -0.0000000000e+00     6.9382966421e-01
   18.450000    -0.0000000000e+00    -0.0000000000e+00     7.1529814352e-01
   18.500000    -0.0000000000e+00    -0.0000000000e+00     7.2713698614e-01
   18.550000    -0.0000000000e+00    -0.0000000000e+00     7.2935360614e-01
   18.600000    -0.0000000000e+00    -0.0000000000e+00     7.2329970672e-01
   18.650000    -0.0000000000e+00    -0.0000000000e+00     7.1112000067e-01
   18.700000    -0.0000000000e+00    -0.0000000000e+00     6.9523535531e-01
   18.750000    -0.0000000000e+00    -0.0000000000e+00     6.7798233600e-01
   18.800000    -0.0000000000e+00    -0.0000000000e+00     6.6142496050e-01
   18.850000    -0.0000000000e+00    -0.0000000000e+00     6.4727515498e-01
   18.900000    -0.0000000000e+00    -0.0000000000e+00     6.3684168079e-01
   18.950000    -0.0000000000e+00    -0.0000000000e+00     6.3096843928e-01
   19.000000    -0.0000000000e+00    -0.0000000000e+00     6.2998262135e-01
   19.050000    -0.0000000000e+00    -0.0000000000e+00     6.3370436546e-01
   19.100000    -0.0000000000e+00    -0.0000000000e+00     6.4154953566e-01
   19.150000    -0.0000000000e+00    -0.0000000000e+00     6.5270122630e-01
   19.200000    -0.0000000000e+00    -0.0000000000e+00     6.6627504664e-01
   19.250000    -0.0000000000e+00    -0.0000000000e+00     6.8139618903e-01
   19.300000    -0.0000000000e+00    -0.0000000000e+00     6.9715168145e-01
   19.350000    -0.0000000000e+00    -0.0000000000e+00     7.1245430409e-01
   19.400000    -0.0000000000e+00    -0.0000000000e+00     7.2591453064e-01
   19.450000    -0.0000000000e+00    -0.0000000000e+00     7.3583157412e-01
   19.500000    -0.0000000000e+00    -0.0000000000e+00     7.4037620519e-01
   19.550000    -0.0000000000e+00    -0.0000000000e+00     7.3796141407e-01
   19.600000    -0.0000000000e+00    -0.0000000000e+00     7.2770986517e-01
   19.650000    -0.0000000000e+00    -0.0000000000e+00     7.0986062969e-01
   19.700000    -0.0000000000e+00    -0.0000000000e+00     6.8594079370e-01
   19.750000    -0.0000000000e+00    -0.0000000000e+00     6.5857917502e-01
   19.800000    -0.0000000000e+00    -0.0000000000e+00     6.3095605095e-01
   19.850000    -0.0000000000e+00    -0.0000000000e+00     6.0602881828e-01
   19.900000    -0.0000000000e+00    -0.0000000000e+00     5.8578710542e-01
   19.950000    -0.0000000000e+00    -0.0000000000e+00     5.7081106932e-01
   20.000000    -0.0000000000e+00    -0.0000000000e+00     5.6030877990e-01
   20.050000    -0.0000000000e+00    -0.0000000000e+00     5.5262527744e-01
   20.100000    -0.0000000000e+00    -0.0000000000e+00     5.4602623448e-01
   20.150000    -0.0000000000e+00    -0.0000000000e+00     5.3944991264e-01
   20.200000    -0.0000000000e+00    -0.0000000000e+00     5.3294151209e-01
   20.250000    -0.0000000000e+00    -0.0000000000e+00     5.2762112261e-01
   20.300000    -0.0000000000e+00    -0.0000000000e+00     5.2522449335e-01
   20.350000    -0.0000000000e+00    -0.0000000000e+00     5.2741204928e-01
   20.400000    -0.0000000000e+00    -0.0000000000e+00     5.3510691419e-01
   20.450000    -0.0000000000e+00    -0.0000000000e+00     5.4808462923e-01
   20.500000    -0.0000000000e+00    -0.0000000000e+00     5.6492645307e-01
   20.550000    -0.0000000000e+00    -0.0000000000e+00     5.8331638921e-01
   20.600000    -0.0000000000e+00    -0.0000000000e+00     6.0055745336e-01
   20.650000    -0.0000000000e+00    -0.0000000000e+00     6.1413404358e-01
   20.700000    -0.0000000000e+00    -0.0000000000e+00     6.2216066363e-01
   20.750000    -0.0000000000e+00    -0.0000000000e+00     6.2361935018e-01
   20.800000    -0.0000000000e+00    -0.0000000000e+00     6.1837229905e-01
   20.850000    -0.0000000000e+00    -0.0000000000e+00     6.0701038660e-01
   20.900000    -0.0000000000e+00    -0.0000000000e+00     5.9063589994e-01
   20.950000    -0.0000000000e+00    -0.0000000000e+00     5.7066831156e-01
   21.000000    -0.0000000000e+00    -0.0000000000e+00     5.4871598655e-01
   21.050000    -0.0000000000e+00    -0.0000000000e+00     5.2650084560e-01
   21.100000    -0.0000000000e+00    -0.0000000000e+00     5.0578608298e-01
   21.150000    -0.0000000000e+00    -0.0000000000e+00     4.8825587840e-01
   21.200000    -0.0000000000e+00    -0.0000000000e+00     4.7532844277e-01
   21.250000    -0.0000000000e+00    -0.0000000000e+00     4.6793167856e-01
   21.300000    -0.0000000000e+00    -0.0000000000e+00     4.6631034024e-01
   21.350000    -0.0000000000e+00    -0.0000000000e+00     4.6994575572e-01
   21.400000    -0.0000000000e+00    -0.0000000000e+00     4.7764651291e-01
   21.450000    -0.0000000000e+00    -0.0000000000e+00     4.8781734675e-01
   21.500000    -0.0000000000e+00    -0.0000000000e+00     4.9885153850e-01
   21.550000    -0.0000000000e+00    -0.0000000000e+00     5.0954272219e-01
   21.600000    -0.0000000000e+00    -0.0000000000e+00     5.1939524984e-01
   21.650000    -0.0000000000e+00    -0.0000000000e+00     5.2873667340e-01
   21.700000    -0.0000000000e+00    -0.0000000000e+00     5.3859382748e-01
   21.750000    -0.0000000000e+00    -0.0000000000e+00     5.5036455649e-01
   21.800000    -0.0000000000e+00    -0.0000000000e+00     5.6537545305e-01
   21.850000    -0.0000000000e+00    -0.0000000000e+00     5.8444394039e-01
   21.900000    -0.0000000000e+00    -0.0000000000e+00     6.0755571551e-01
   21.950000    -0.0000000000e+00    -0.0000000000e+00     6.3373361711e-01
   22.000000    -0.0000000000e+00    -0.0000000000e+00     6.6112560644e-01
   22.050000    -0.0000000000e+00    -0.0000000000e+00     6.8729138176e-01
   22.100000    -0.0000000000e+00    -0.0000000000e+00     7.0962784809e-01
   22.150000    -0.0000000000e+00    -0.0000000000e+00     7.2584681444e-01
   22.200000    -0.0000000000e+00    -0.0000000000e+00     7.3440542834e-01
   22.250000    -0.0000000000e+00    -0.0000000000e+00     7.3479365363e-01
   22.300000    -0.0000000000e+00    -0.0000000000e+00     7.2760752246e-01
   22.350000    -0.0000000000e+00    -0.0000000000e+00     7.1438326985e-01
   22.400000    -0.0000000000e+00    -0.0000000000e+00     6.9722887963e-01
   22.450000    -0.0000000000e+00    -0.0000000000e+00     6.7834868138e-01
   22.500000    -0.0000000000e+00    -0.0000000000e+00     6.5959065212e-01
   22.550000    -0.0000000000e+00    -0.0000000000e+00     6.4213793494e-01
   22.600000    -0.0000000000e+00    -0.0000000000e+00     6.2641532945e-01
   22.650000    -0.0000000000e+00    -0.0000000000e+00     6.1220726529e-01
   22.700000    -0.0000000000e+00    -0.0000000000e+00     5.9891662122e-01
   22.750000    -0.0000000000e+00    -0.0000000000e+00     5.8586049528e-01
   22.800000    -0.0000000000e+00    -0.0000000000e+00     5.7250919440e-01
   22.850000    -0.0000000000e+00    -0.0000000000e+00     5.5861683169e-01
   22.900000    -0.0000000000e+00    -0.0000000000e+00     5.4424150410e-01
   22.950000    -0.0000000000e+00    -0.0000000000e+00     5.2968695855e-01
   23.000000    -0.0000000000e+00    -0.0000000000e+00     5.1540613692e-01
   23.050000    -0.0000000000e+00    -0.0000000000e+00     5.0189615353e-01
   23.100000    -0.0000000000e+00    -0.0000000000e+00     4.8959901078e-01
   23.150000    -0.0000000000e+00    -0.0000000000e+00     4.7881514793e-01
   23.200000    -0.0000000000e+00    -0.0000000000e+00     4.6964011616e-01
   23.250000    -0.0000000000e+00    -0.0000000000e+00     4.6194093369e-01
   23.300000    -0.0000000000e+00    -0.0000000000e+00     4.5538780432e-01
   23.350000    -0.0000000000e+00    -0.0000000000e+00     4.4954372596e-01
   23.400000    -0.0000000000e+00    -0.0000000000e+00     4.4399267627e-01
   23.450000    -0.0000000000e+00    -0.0000000000e+00     4.3846684464e-01
   23.500000    -0.0000000000e+00    -0.0000000000e+00     4.3292607346e-01
   23.550000    -0.0000000000e+00    -0.0000000000e+00     4.2755466822e-01
   23.600000    -0.0000000000e+00    -0.0000000000e+00     4.2267001454e-01
   23.650000    -0.0000000000e+00    -0.0000000000e+00     4.1857346865e-01
   23.700000    -0.0000000000e+00    -0.0000000000e+00     4.1540118398e-01
   23.750000    -0.0000000000e+00    -0.0000000000e+00     4.1303680005e-01
   23.800000    -0.0000000000e+00    -0.0000000000e+00     4.1112421085e-01
   23.850000    -0.0000000000e+00    -0.0000000000e+00     4.0917566546e-01
   23.900000    -0.0000000000e+00    -0.0000000000e+00     4.0672841805e-01
   23.950000    -0.0000000000e+00    -0.0000000000e+00     4.0348370749e-01
   24.000000    -0.0000000000e+00    -0.0000000000e+00     3.9937538049e-01
   24.050000    -0.0000000000e+00    -0.0000000000e+00     3.9455381675e-01
   24.100000    -0.0000000000e+00    -0.0000000000e+00     3.8931149959e-01
   24.150000    -0.0000000000e+00    -0.0000000000e+00     3.8399671982e-01
   24.200000    -0.0000000000e+00    -0.0000000000e+00     3.7895271063e-01
   24.250000    -0.0000000000e+00    -0.0000000000e+00     3.7449127640e-01
   24.300000    -0.0000000000e+00    -0.0000000000e+00     3.7088410267e-01
   24.350000     0.0000000000e+00     0.0000000000e+00     3.6834887408e-01
   24.400000     0.0000000000e+00     0.0000000000e+00     3.6702314655e-01
   24.450000     0.0000000000e+00     0.0000000000e+00     3.6694304593e-01
   24.500000     0.0000000000e+00     0.0000000000e+00     3.6805724787e-01
   24.550000     0.0000000000e+00     0.0000000000e+00     3.7029759995e-01
   24.600000     0.0000000000e+00     0.0000000000e+00     3.7369874214e-01
   24.650000     0.0000000000e+00     0.0000000000e+00     3.7852481562e-01
   24.700000     0.0000000000e+00     0.0000000000e+00     3.8534007382e-01
   24.750000     0.0000000000e+00     0.0000000000e+00     3.9496478496e-01
   24.800000    -0.0000000000e+00    -0.0000000000e+00     4.0829044998e-01
   24.850000    -0.0000000000e+00    -0.0000000000e+00     4.2598001037e-01
   24.900000    -0.0000000000e+00    -0.0000000000e+00     4.4813194135e-01
   24.950000    -0.0000000000e+00    -0.0000000000e+00     4.7402117423e-01
   25.000000    -0.0000000000e+00    -0.0000000000e+00     5.0202737452e-01
   25.050000    -0.0000000000e+00    -0.0000000000e+00     5.2981572856e-01
   25.100000    -0.0000000000e+00    -0.0000000000e+00     5.5475674566e-01
   25.150000    -0.0000000000e+00    -0.0000000000e+00     5.7448532444e-01
   25.200000    -0.0000000000e+00    -0.0000000000e+00     5.8743913469e-01
   25.250000    -0.0000000000e+00    -0.0000000000e+00     5.9320987543e-01
   25.300000    -0.0000000000e+00    -0.0000000000e+00     5.9259580409e-01
   25.350000    -0.0000000000e+00    -0.0000000000e+00     5.8734153868e-01
   25.400000    -0.0000000000e+00    -0.0000000000e+00     5.7965331914e-01
   25.450000    -0.0000000000e+00    -0.0000000000e+00     5.7164401945e-01
   25.500000    -0.0000000000e+00    -0.0000000000e+00     5.6486836537e-01
   25.550000    -0.0000000000e+00    -0.0000000000e+00     5.6005876525e-01
   25.600000    -0.0000000000e+00    -0.0000000000e+00     5.5709360247e-01
   25.650000    -0.0000000000e+00    -0.0000000000e+00     5.5515866723e-01
   25.700000    -0.0000000000e+00    -0.0000000000e+00     5.5302406865e-01
   25.750000    -0.0000000000e+00    -0.0000000000e+00     5.4935753079e-01
   25.800000    -0.0000000000e+00    -0.0000000000e+00     5.4301556097e-01
   25.850000    -0.0000000000e+00    -0.0000000000e+00     5.3327590594e-01
   25.900000    -0.0000000000e+00    -0.0000000000e+00     5.1998611430e-01
   25.950000    -0.0000000000e+00    -0.0000000000e+00     5.0360705543e-01
   26.000000    -0.0000000000e+00    -0.0000000000e+00     4.8513914963e-01
   26.050000    -0.0000000000e+00    -0.0000000000e+00     4.6594130774e-01
   26.100000    -0.0000000000e+00    -0.0000000000e+00     4.4748347438e-01
   26.150000    -0.0000000000e+00    -0.0000000000e+00     4.3109709735e-01
   26.200000    -0.0000000000e+00    -0.0000000000e+00     4.1778779374e-01
   26.250000    -0.0000000000e+00    -0.0000000000e+00     4.0814737210e-01
   26.300000    -0.0000000000e+00    -0.0000000000e+00     4.0236075246e-01
   26.350000    -0.0000000000e+00    -0.0000000000e+00     4.0026850621e-01
   26.400000    -0.0000000000e+00    -0.0000000000e+00     4.0143494860e-01
   26.450000    -0.0000000000e+00    -0.0000000000e+00     4.0518853629e-01
   26.500000    -0.0000000000e+00    -0.0000000000e+00     4.1063460966e-01
   26.550000    -0.0000000000e+00    -0.0000000000e+00     4.1667125166e-01
   26.600000    -0.0000000000e+00    -0.0000000000e+00     4.2205038988e-01
   26.650000    -0.0000000000e+00    -0.0000000000e+00     4.2551174628e-01
   26.700000    -0.0000000000e+00    -0.0000000000e+00     4.2598343516e-01
   26.750000    -0.0000000000e+00    -0.0000000000e+00     4.2280617463e-01
   26.800000    -0.0000000000e+00    -0.0000000000e+00     4.1591617180e-01
   26.850000    -0.0000000000e+00    -0.0000000000e+00     4.0592568253e-01
   26.900000    -0.0000000000e+00    -0.0000000000e+00     3.9406868400e-01
   26.950000    -0.0000000000e+00    -0.0000000000e+00     3.8201944025e-01
   27.000000    -0.0000000000e+00    -0.0000000000e+00     3.7162688732e-01
   27.050000    -0.0000000000e+00    -0.0000000000e+00     3.6462477431e-01
   27.100000    -0.0000000000e+00    -0.0000000000e+00     3.6237342935e-01
   27.150000    -0.0000000000e+00    -0.0000000000e+00     3.6567092543e-01
   27.200000    -0.0000000000e+00    -0.0000000000e+00     3.7465098877e-01
   27.250000    -0.0000000000e+00    -0.0000000000e+00     3.8877135855e-01
   27.300000     0.0000000000e+00     0.0000000000e+00     4.0689127069e-01
   27.350000     0.0000000000e+00     0.0000000000e+00     4.2743488151e-01
   27.400000     0.0000000000e+00     0.0000000000e+00     4.4863069825e-01
   27.450000     0.0000000000e+00     0.0000000000e+00     4.6880089305e-01
   27.500000     0.0000000000e+00     0.0000000000e+00     4.8665198606e-01
   27.550000     0.0000000000e+00     0.0000000000e+00     5.0150059690e-01
   27.600000     0.0000000000e+00     0.0000000000e+00     5.1336803991e-01
   27.650000     0.0000000000e+00     0.0000000000e+00     5.2290337674e-01
   27.700000     0.0000000000e+00     0.0000000000e+00     5.3114235582e-01
   27.750000     0.0000000000e+00     0.0000000000e+00     5.3916332287e-01
   27.800000     0.0000000000e+00     0.0000000000e+00     5.4773865207e-01
   27.850000     0.0000000000e+00     0.0000000000e+00     5.5708442128e-01
   27.900000     0.0000000000e+00     0.0000000000e+00     5.6677896779e-01
   27.950000     0.0000000000e+00     0.0000000000e+00     5.7586580040e-01
   28.000000     0.0000000000e+00     0.0000000000e+00     5.8310072312e-01
   28.050000     0.0000000000e+00     0.0000000000e+00     5.8726729817e-01
   28.100000     0.0000000000e+00     0.0000000000e+00     5.8747734932e-01
   28.150000     0.0000000000e+00     0.0000000000e+00     5.8338866810e-01
   28.200000     0.0000000000e+00     0.0000000000e+00     5.7529781509e-01
   28.250000     0.0000000000e+00     0.0000000000e+00     5.6409196012e-01
   28.300000     0.0000000000e+00     0.0000000000e+00     5.5106829178e-01
   28.350000     0.0000000000e+00     0.0000000000e+00     5.3765591963e-01
   28.400000     0.0000000000e+00     0.0000000000e+00     5.2510308150e-01
   28.450000     0.0000000000e+00     0.0000000000e+00     5.1421220927e-01
   28.500000     0.0000000000e+00     0.0000000000e+00     5.0520187678e-01
   28.550000     0.0000000000e+00     0.0000000000e+00     4.9773926381e-01
   28.600000     0.0000000000e+00     0.0000000000e+00     4.9112812307e-01
   28.650000     0.0000000000e+00     0.0000000000e+00     4.8458045552e-01
   28.700000     0.0000000000e+00     0.0000000000e+00     4.7747317762e-01
   28.750000     0.0000000000e+00     0.0000000000e+00     4.6950725908e-01
   28.800000     0.0000000000e+00     0.0000000000e+00     4.6073591180e-01
   28.850000     0.0000000000e+00     0.0000000000e+00     4.5148337683e-01
   28.900000     0.0000000000e+00     0.0000000000e+00     4.4220983902e-01
   28.950000    -0.0000000000e+00    -0.0000000000e+00     4.3337962314e-01
   29.000000    -0.0000000000e+00    -0.0000000000e+00     4.2536693564e-01
   29.050000     0.0000000000e+00     0.0000000000e+00     4.1840470843e-01
   29.100000     0.0000000000e+00     0.0000000000e+00     4.1256420062e-01
   29.150000     0.0000000000e+00     0.0000000000e+00     4.0775186728e-01
   29.200000     0.0000000000e+00     0.0000000000e+00     4.0372042016e-01
   29.250000     0.0000000000e+00     0.0000000000e+00     4.0010218172e-01
   29.300000     0.0000000000e+00     0.0000000000e+00     3.9647514623e-01
   29.350000     0.0000000000e+00     0.0000000000e+00     3.9246192601e-01
   29.400000     0.0000000000e+00     0.0000000000e+00     3.8784288267e-01
   29.450000     0.0000000000e+00     0.0000000000e+00     3.8264720965e-01
   29.500000     0.0000000000e+00     0.0000000000e+00     3.7718108161e-01
   29.550000     0.0000000000e+00     0.0000000000e+00     3.7196693726e-01
   29.600000     0.0000000000e+00     0.0000000000e+00     3.6759938506e-01
   29.650000     0.0000000000e+00     0.0000000000e+00     3.6455812866e-01
   29.700000     0.0000000000e+00     0.0000000000e+00     3.6304005146e-01
   29.750000     0.0000000000e+00     0.0000000000e+00     3.6286998459e-01
   29.800000     0.0000000000e+00     0.0000000000e+00     3.6352320247e-01
   29.850000    -0.0000000000e+00    -0.0000000000e+00     3.6425386154e-01
   29.900000    -0.0000000000e+00    -0.0000000000e+00     3.6428834538e-01
   29.950000    -0.0000000000e+00    -0.0000000000e+00     3.6302336470e-01
   30.000000    -0.0000000000e+00    -0.0000000000e+00     3.6017056778e-01
